Tournament,Match,gameID,week,bTeam,rTeam,date,link,Time,bKills,rKills,toalKills,bTowers,rTowers,totalTowers,bDragons,rDragons,totalDragons,bBarons,rBarons,totalBarons,bGold,rGold,totalGold,winner
LPL Spring 2022,JD Gaming vs Top Esports,321,5,JD Gaming,Top Esports,2022-02-19,/game/stats/37434/page-game/,2081,12,23,35,4,10,14,3,3,6,0,2,2,0.0,0.0,0.0,Top Esports
LPL Spring 2022,JD Gaming vs Top Esports,322,5,Top Esports,JD Gaming,2022-02-19,/game/stats/37435/page-game/,1501,4,19,23,2,9,11,1,3,4,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,JD Gaming vs Top Esports,323,5,Top Esports,JD Gaming,2022-02-19,/game/stats/37436/page-game/,1933,14,8,22,8,3,11,2,3,5,1,0,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Bilibili Gaming vs Anyone s Legend,327,5,Bilibili Gaming,Anyone s Legend,2022-02-19,/game/stats/37431/page-game/,2312,15,5,20,11,5,16,4,1,5,1,1,2,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Bilibili Gaming vs Anyone s Legend,328,5,Anyone s Legend,Bilibili Gaming,2022-02-19,/game/stats/37432/page-game/,1746,4,19,23,1,9,10,1,2,3,0,2,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,OMG vs Team WE,331,5,OMG,Team WE,2022-02-19,/game/stats/37428/page-game/,1749,17,5,22,10,4,14,3,1,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,OMG vs Team WE,332,5,Team WE,OMG,2022-02-19,/game/stats/37429/page-game/,1782,12,18,30,4,10,14,2,2,4,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,LNG Esports vs Royal Never Give Up,335,5,LNG Esports,Royal Never Give Up,2022-02-20,/game/stats/37443/page-game/,1454,18,3,21,9,2,11,3,0,3,1,0,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,LNG Esports vs Royal Never Give Up,336,5,Royal Never Give Up,LNG Esports,2022-02-20,/game/stats/37444/page-game/,1986,16,10,26,8,5,13,4,1,5,1,1,2,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,LNG Esports vs Royal Never Give Up,337,5,LNG Esports,Royal Never Give Up,2022-02-20,/game/stats/37445/page-game/,2090,8,19,27,3,11,14,2,3,5,0,2,2,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Edward Gaming vs Invictus Gaming,341,5,Edward Gaming,Invictus Gaming,2022-02-20,/game/stats/37440/page-game/,1495,15,7,22,7,2,9,1,2,3,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Edward Gaming vs Invictus Gaming,342,5,Invictus Gaming,Edward Gaming,2022-02-20,/game/stats/37441/page-game/,1821,11,19,30,7,10,17,2,2,4,1,1,2,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Rare Atom vs TT,345,5,Rare Atom,TT,2022-02-20,/game/stats/37437/page-game/,2379,13,19,32,8,8,16,3,3,6,1,2,3,0.0,0.0,0.0,TT
LPL Spring 2022,Rare Atom vs TT,346,5,Rare Atom,TT,2022-02-20,/game/stats/37438/page-game/,1863,25,12,37,9,2,11,4,0,4,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,Rare Atom vs TT,347,5,Rare Atom,TT,2022-02-20,/game/stats/37439/page-game/,1911,11,6,17,8,3,11,3,2,5,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,JD Gaming vs Invictus Gaming,351,6,JD Gaming,Invictus Gaming,2022-02-22,/game/stats/37711/page-game/,1907,20,7,27,9,3,12,4,1,5,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,JD Gaming vs Invictus Gaming,352,6,JD Gaming,Invictus Gaming,2022-02-22,/game/stats/37712/page-game/,2097,19,26,45,3,9,12,2,4,6,1,1,2,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,JD Gaming vs Invictus Gaming,353,6,JD Gaming,Invictus Gaming,2022-02-22,/game/stats/37713/page-game/,1648,10,27,37,4,9,13,0,3,3,0,0,0,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Royal Never Give Up vs Rare Atom,357,6,Royal Never Give Up,Rare Atom,2022-02-22,/game/stats/37708/page-game/,2054,3,17,20,3,11,14,1,4,5,0,2,2,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Royal Never Give Up vs Rare Atom,358,6,Royal Never Give Up,Rare Atom,2022-02-22,/game/stats/37709/page-game/,1630,8,14,22,4,8,12,2,2,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Top Esports vs Funplus Phoenix,361,6,Top Esports,Funplus Phoenix,2022-02-21,/game/stats/37705/page-game/,1530,18,0,18,10,3,13,2,0,2,1,0,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Top Esports vs Funplus Phoenix,362,6,Funplus Phoenix,Top Esports,2022-02-21,/game/stats/37706/page-game/,2074,10,4,14,9,4,13,3,2,5,1,0,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Top Esports vs Funplus Phoenix,363,6,Top Esports,Funplus Phoenix,2022-02-21,/game/stats/37707/page-game/,1772,9,5,14,10,4,14,4,1,5,1,0,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Victory Five vs LGD Gaming,367,6,Victory Five,LGD Gaming,2022-02-21,/game/stats/37702/page-game/,1828,5,17,22,1,9,10,2,3,5,0,1,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Victory Five vs LGD Gaming,368,6,Victory Five,LGD Gaming,2022-02-21,/game/stats/37703/page-game/,1311,23,5,28,10,1,11,2,0,2,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Victory Five vs LGD Gaming,369,6,Victory Five,LGD Gaming,2022-02-21,/game/stats/37704/page-game/,1150,25,2,27,9,0,9,1,1,2,0,0,0,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,LNG Esports vs Weibo Gaming,373,6,LNG Esports,Weibo Gaming,2022-02-24,/game/stats/37723/page-game/,2712,15,26,41,6,8,14,3,4,7,1,2,3,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,LNG Esports vs Weibo Gaming,374,6,Weibo Gaming,LNG Esports,2022-02-24,/game/stats/37724/page-game/,1891,9,24,33,3,9,12,0,4,4,0,1,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,LNG Esports vs Weibo Gaming,375,6,LNG Esports,Weibo Gaming,2022-02-24,/game/stats/37725/page-game/,1859,7,15,22,1,11,12,1,4,5,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Team WE vs Bilibili Gaming,379,6,Team WE,Bilibili Gaming,2022-02-24,/game/stats/37720/page-game/,3046,17,15,32,4,11,15,4,3,7,2,2,4,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Team WE vs Bilibili Gaming,380,6,Bilibili Gaming,Team WE,2022-02-24,/game/stats/37721/page-game/,1884,10,19,29,3,9,12,0,4,4,0,1,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Team WE vs Bilibili Gaming,381,6,Bilibili Gaming,Team WE,2022-02-24,/game/stats/37722/page-game/,1614,16,5,21,11,1,12,4,0,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Victory Five vs Edward Gaming,385,6,Victory Five,Edward Gaming,2022-02-23,/game/stats/37717/page-game/,1749,14,7,21,10,1,11,4,0,4,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Victory Five vs Edward Gaming,386,6,Edward Gaming,Victory Five,2022-02-23,/game/stats/37718/page-game/,1579,8,22,30,3,10,13,1,3,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,OMG vs Ultra Prime,389,6,OMG,Ultra Prime,2022-02-23,/game/stats/37714/page-game/,1600,6,16,22,0,9,9,0,4,4,0,1,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,OMG vs Ultra Prime,390,6,Ultra Prime,OMG,2022-02-23,/game/stats/37715/page-game/,1925,7,18,25,2,8,10,2,3,5,0,1,1,0.0,0.0,0.0,OMG
LPL Spring 2022,OMG vs Ultra Prime,391,6,OMG,Ultra Prime,2022-02-23,/game/stats/37716/page-game/,1985,9,26,35,2,9,11,0,4,4,0,1,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Funplus Phoenix vs Rare Atom,395,6,Funplus Phoenix,Rare Atom,2022-02-25,/game/stats/37732/page-game/,1684,7,17,24,3,10,13,1,3,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Funplus Phoenix vs Rare Atom,396,6,Funplus Phoenix,Rare Atom,2022-02-25,/game/stats/37733/page-game/,1595,7,14,21,1,11,12,1,3,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Anyone s Legend vs JD Gaming,399,6,Anyone s Legend,JD Gaming,2022-02-25,/game/stats/37729/page-game/,1995,5,17,22,2,10,12,0,4,4,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Anyone s Legend vs JD Gaming,400,6,Anyone s Legend,JD Gaming,2022-02-25,/game/stats/37730/page-game/,1922,24,10,34,9,4,13,4,0,4,1,0,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Anyone s Legend vs JD Gaming,401,6,Anyone s Legend,JD Gaming,2022-02-25,/game/stats/37731/page-game/,2010,14,16,30,2,9,11,1,4,5,1,0,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,TT vs LGD Gaming,405,6,TT,LGD Gaming,2022-02-25,/game/stats/37726/page-game/,2020,5,13,18,2,11,13,2,4,6,0,2,2,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,TT vs LGD Gaming,406,6,LGD Gaming,TT,2022-02-25,/game/stats/37727/page-game/,1778,7,16,23,1,9,10,0,4,4,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,TT vs LGD Gaming,407,6,LGD Gaming,TT,2022-02-25,/game/stats/37728/page-game/,1894,17,7,24,10,0,10,4,1,5,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,Team WE vs Invictus Gaming,411,8,Team WE,Invictus Gaming,2022-03-10,/game/stats/38411/page-game/,1424,16,8,24,7,2,9,2,1,3,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Team WE vs Invictus Gaming,412,8,Team WE,Invictus Gaming,2022-03-10,/game/stats/38412/page-game/,2353,17,23,40,4,10,14,3,3,6,1,2,3,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Team WE vs Invictus Gaming,413,8,Invictus Gaming,Team WE,2022-03-10,/game/stats/38413/page-game/,2048,8,15,23,3,8,11,1,3,4,0,2,2,0.0,0.0,0.0,Team WE
LPL Spring 2022,Royal Never Give Up vs LGD Gaming,417,8,Royal Never Give Up,LGD Gaming,2022-03-09,/game/stats/38408/page-game/,1664,18,4,22,8,0,8,4,0,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Royal Never Give Up vs LGD Gaming,418,8,LGD Gaming,Royal Never Give Up,2022-03-09,/game/stats/38409/page-game/,1525,5,22,27,1,11,12,0,4,4,0,1,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,TT vs Ultra Prime,421,8,TT,Ultra Prime,2022-03-09,/game/stats/38405/page-game/,2186,6,18,24,4,10,14,0,4,4,1,1,2,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,TT vs Ultra Prime,422,8,TT,Ultra Prime,2022-03-09,/game/stats/38406/page-game/,2005,17,8,25,11,2,13,2,3,5,1,0,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,TT vs Ultra Prime,423,8,TT,Ultra Prime,2022-03-09,/game/stats/38407/page-game/,1757,8,14,22,2,6,8,1,4,5,0,1,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Victory Five vs Bilibili Gaming,427,8,Victory Five,Bilibili Gaming,2022-03-08,/game/stats/38402/page-game/,2351,2,14,16,5,9,14,3,3,6,0,2,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Victory Five vs Bilibili Gaming,428,8,Bilibili Gaming,Victory Five,2022-03-08,/game/stats/38403/page-game/,1443,6,13,19,0,8,8,0,4,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Victory Five vs Bilibili Gaming,429,8,Victory Five,Bilibili Gaming,2022-03-08,/game/stats/38404/page-game/,2248,23,23,46,11,4,15,0,4,4,2,0,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,LNG Esports vs JD Gaming,433,8,LNG Esports,JD Gaming,2022-03-08,/game/stats/38399/page-game/,1858,7,16,23,4,10,14,0,4,4,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,LNG Esports vs JD Gaming,434,8,LNG Esports,JD Gaming,2022-03-08,/game/stats/38400/page-game/,1623,9,16,25,3,10,13,1,3,4,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Anyone s Legend vs Edward Gaming,437,8,Anyone s Legend,Edward Gaming,2022-03-07,/game/stats/38396/page-game/,1786,15,2,17,9,3,12,4,0,4,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Anyone s Legend vs Edward Gaming,438,8,Edward Gaming,Anyone s Legend,2022-03-07,/game/stats/38397/page-game/,1533,14,3,17,10,2,12,4,0,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Anyone s Legend vs Edward Gaming,439,8,Anyone s Legend,Edward Gaming,2022-03-07,/game/stats/38398/page-game/,2307,24,17,41,11,4,15,3,3,6,3,0,3,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Funplus Phoenix vs Team WE,443,8,Funplus Phoenix,Team WE,2022-03-07,/game/stats/38393/page-game/,1659,9,18,27,3,9,12,2,2,4,0,1,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Funplus Phoenix vs Team WE,444,8,Funplus Phoenix,Team WE,2022-03-07,/game/stats/38394/page-game/,1841,9,11,20,8,4,12,3,1,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Funplus Phoenix vs Team WE,445,8,Funplus Phoenix,Team WE,2022-03-07,/game/stats/38395/page-game/,1925,18,8,26,10,2,12,4,1,5,2,0,2,0.0,0.0,0.0,Team WE
LPL Spring 2022,Top Esports vs LNG Esports,449,7,Top Esports,LNG Esports,2022-03-06,/game/stats/38111/page-game/,2007,2,11,13,3,7,10,2,3,5,0,0,0,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Top Esports vs LNG Esports,450,7,Top Esports,LNG Esports,2022-03-06,/game/stats/38112/page-game/,2222,21,13,34,9,4,13,4,0,4,1,1,2,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Top Esports vs LNG Esports,451,7,Top Esports,LNG Esports,2022-03-06,/game/stats/38113/page-game/,1711,17,7,24,10,2,12,3,1,4,1,0,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,OMG vs Rare Atom,455,7,OMG,Rare Atom,2022-03-06,/game/stats/38108/page-game/,1521,3,11,14,0,9,9,1,3,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,OMG vs Rare Atom,456,7,OMG,Rare Atom,2022-03-06,/game/stats/38109/page-game/,1754,14,7,21,8,4,12,3,2,5,1,0,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,OMG vs Rare Atom,457,7,OMG,Rare Atom,2022-03-06,/game/stats/38110/page-game/,1474,17,2,19,10,0,10,4,0,4,1,0,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Victory Five vs Ultra Prime,461,7,Victory Five,Ultra Prime,2022-03-06,/game/stats/38105/page-game/,1751,12,4,16,8,1,9,3,2,5,0,0,0,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Victory Five vs Ultra Prime,462,7,Ultra Prime,Victory Five,2022-03-06,/game/stats/38106/page-game/,1548,7,22,29,2,11,13,0,4,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Royal Never Give Up vs Edward Gaming,465,7,Royal Never Give Up,Edward Gaming,2022-03-05,/game/stats/38102/page-game/,1972,16,6,22,11,2,13,3,2,5,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Royal Never Give Up vs Edward Gaming,466,7,Royal Never Give Up,Edward Gaming,2022-03-05,/game/stats/38103/page-game/,1713,7,20,27,3,8,11,3,1,4,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Royal Never Give Up vs Edward Gaming,467,7,Royal Never Give Up,Edward Gaming,2022-03-05,/game/stats/38104/page-game/,1773,28,8,36,9,1,10,4,1,5,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Invictus Gaming vs Anyone s Legend,471,7,Invictus Gaming,Anyone s Legend,2022-03-05,/game/stats/38099/page-game/,2321,16,27,43,3,9,12,1,4,5,0,3,3,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Invictus Gaming vs Anyone s Legend,472,7,Invictus Gaming,Anyone s Legend,2022-03-05,/game/stats/38100/page-game/,2650,8,18,26,10,7,17,4,2,6,1,1,2,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Weibo Gaming vs LGD Gaming,475,7,Weibo Gaming,LGD Gaming,2022-03-05,/game/stats/38096/page-game/,1619,17,6,23,8,1,9,3,1,4,0,1,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Weibo Gaming vs LGD Gaming,476,7,Weibo Gaming,LGD Gaming,2022-03-05,/game/stats/38097/page-game/,2375,15,20,35,9,10,19,3,3,6,0,3,3,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Weibo Gaming vs LGD Gaming,477,7,Weibo Gaming,LGD Gaming,2022-03-05,/game/stats/38098/page-game/,1753,12,7,19,8,4,12,3,2,5,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Funplus Phoenix vs Bilibili Gaming,481,7,Funplus Phoenix,Bilibili Gaming,2022-03-04,/game/stats/38093/page-game/,2310,7,16,23,4,9,13,1,4,5,0,2,2,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Funplus Phoenix vs Bilibili Gaming,482,7,Bilibili Gaming,Funplus Phoenix,2022-03-04,/game/stats/38094/page-game/,1699,8,25,33,3,10,13,1,3,4,0,1,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Funplus Phoenix vs Bilibili Gaming,483,7,Funplus Phoenix,Bilibili Gaming,2022-03-04,/game/stats/38095/page-game/,1881,16,6,22,7,4,11,4,1,5,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,TT vs LNG Esports,487,7,TT,LNG Esports,2022-03-04,/game/stats/38090/page-game/,2709,12,24,36,3,10,13,3,4,7,0,3,3,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,TT vs LNG Esports,488,7,TT,LNG Esports,2022-03-04,/game/stats/38091/page-game/,1803,12,5,17,7,3,10,4,1,5,1,0,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,TT vs LNG Esports,489,7,TT,LNG Esports,2022-03-04,/game/stats/38092/page-game/,1770,11,17,28,1,9,10,3,2,5,1,0,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Victory Five vs JD Gaming,493,7,Victory Five,JD Gaming,2022-03-04,/game/stats/38087/page-game/,2859,25,22,47,10,9,19,3,4,7,2,1,3,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Victory Five vs JD Gaming,494,7,Victory Five,JD Gaming,2022-03-04,/game/stats/38088/page-game/,2160,14,17,31,6,8,14,2,3,5,0,2,2,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Royal Never Give Up vs Weibo Gaming,497,7,Royal Never Give Up,Weibo Gaming,2022-03-02,/game/stats/38084/page-game/,2081,25,12,37,11,3,14,4,0,4,2,0,2,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Royal Never Give Up vs Weibo Gaming,498,7,Royal Never Give Up,Weibo Gaming,2022-03-02,/game/stats/38085/page-game/,1652,28,4,32,9,2,11,2,2,4,1,0,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,LGD Gaming vs Edward Gaming,501,7,LGD Gaming,Edward Gaming,2022-03-02,/game/stats/38081/page-game/,1460,7,23,30,1,8,9,2,1,3,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,LGD Gaming vs Edward Gaming,502,7,LGD Gaming,Edward Gaming,2022-03-02,/game/stats/38082/page-game/,2324,16,25,41,3,10,13,3,2,5,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Bilibili Gaming vs Top Esports,505,7,Bilibili Gaming,Top Esports,2022-03-01,/game/stats/38078/page-game/,2519,15,10,25,9,8,17,2,4,6,2,1,3,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Bilibili Gaming vs Top Esports,506,7,Top Esports,Bilibili Gaming,2022-03-01,/game/stats/38079/page-game/,1715,17,11,28,8,3,11,4,0,4,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Bilibili Gaming vs Top Esports,507,7,Top Esports,Bilibili Gaming,2022-03-01,/game/stats/38080/page-game/,1736,21,15,36,7,5,12,4,0,4,0,0,0,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Ultra Prime vs JD Gaming,511,7,Ultra Prime,JD Gaming,2022-03-01,/game/stats/38075/page-game/,1774,9,19,28,3,11,14,0,4,4,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Ultra Prime vs JD Gaming,512,7,Ultra Prime,JD Gaming,2022-03-01,/game/stats/38076/page-game/,2253,18,26,44,3,9,12,1,4,5,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Invictus Gaming vs LGD Gaming,515,7,Invictus Gaming,LGD Gaming,2022-02-28,/game/stats/38072/page-game/,1509,21,7,28,9,2,11,4,0,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Invictus Gaming vs LGD Gaming,516,7,Invictus Gaming,LGD Gaming,2022-02-28,/game/stats/38073/page-game/,1957,8,18,26,4,7,11,0,4,4,0,1,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Invictus Gaming vs LGD Gaming,517,7,Invictus Gaming,LGD Gaming,2022-02-28,/game/stats/38074/page-game/,1629,12,19,31,2,9,11,0,3,3,0,0,0,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Team WE vs Rare Atom,521,7,Team WE,Rare Atom,2022-02-28,/game/stats/38069/page-game/,1616,4,18,22,2,9,11,0,4,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Team WE vs Rare Atom,522,7,Team WE,Rare Atom,2022-02-28,/game/stats/38070/page-game/,1659,6,14,20,5,9,14,3,1,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,LNG Esports vs Victory Five,525,6,LNG Esports,Victory Five,2022-02-27,/game/stats/37750/page-game/,2510,11,19,30,4,11,15,2,4,6,0,3,3,0.0,0.0,0.0,Victory Five
LPL Spring 2022,LNG Esports vs Victory Five,526,6,LNG Esports,Victory Five,2022-02-27,/game/stats/37751/page-game/,1621,11,20,31,3,8,11,1,3,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,JD Gaming vs Bilibili Gaming,529,6,JD Gaming,Bilibili Gaming,2022-02-27,/game/stats/37747/page-game/,1763,7,17,24,1,11,12,1,3,4,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,JD Gaming vs Bilibili Gaming,530,6,Bilibili Gaming,JD Gaming,2022-02-27,/game/stats/37748/page-game/,1876,9,22,31,3,10,13,2,3,5,0,2,2,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,JD Gaming vs Bilibili Gaming,531,6,JD Gaming,Bilibili Gaming,2022-02-27,/game/stats/37749/page-game/,1705,4,19,23,1,11,12,0,4,4,0,1,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Funplus Phoenix vs TT,535,6,Funplus Phoenix,TT,2022-02-27,/game/stats/37744/page-game/,1700,5,26,31,1,10,11,0,4,4,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,Funplus Phoenix vs TT,536,6,TT,Funplus Phoenix,2022-02-27,/game/stats/37745/page-game/,1528,4,11,15,2,7,9,0,3,3,0,1,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Funplus Phoenix vs TT,537,6,Funplus Phoenix,TT,2022-02-27,/game/stats/37746/page-game/,1687,3,15,18,2,7,9,2,2,4,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,Top Esports vs Edward Gaming,541,6,Top Esports,Edward Gaming,2022-02-26,/game/stats/37741/page-game/,1488,12,4,16,9,2,11,2,1,3,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Top Esports vs Edward Gaming,542,6,Edward Gaming,Top Esports,2022-02-26,/game/stats/37742/page-game/,1373,25,4,29,8,2,10,2,0,2,1,0,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Top Esports vs Edward Gaming,543,6,Top Esports,Edward Gaming,2022-02-26,/game/stats/37743/page-game/,1676,11,12,23,7,6,13,0,4,4,1,0,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,OMG vs Weibo Gaming,547,6,OMG,Weibo Gaming,2022-02-26,/game/stats/37738/page-game/,1924,3,16,19,5,11,16,1,4,5,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,OMG vs Weibo Gaming,548,6,Weibo Gaming,OMG,2022-02-26,/game/stats/37739/page-game/,1857,6,15,21,1,10,11,0,4,4,0,2,2,0.0,0.0,0.0,OMG
LPL Spring 2022,OMG vs Weibo Gaming,549,6,OMG,Weibo Gaming,2022-02-26,/game/stats/37740/page-game/,2114,5,15,20,2,9,11,3,2,5,1,1,2,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Team WE vs Ultra Prime,553,6,Team WE,Ultra Prime,2022-02-26,/game/stats/37735/page-game/,1628,31,8,39,10,1,11,4,0,4,1,0,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Team WE vs Ultra Prime,554,6,Ultra Prime,Team WE,2022-02-26,/game/stats/37736/page-game/,1918,14,5,19,8,3,11,3,2,5,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Team WE vs Ultra Prime,555,6,Team WE,Ultra Prime,2022-02-26,/game/stats/37737/page-game/,2160,14,18,32,3,10,13,3,2,5,0,2,2,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,JD Gaming vs TT,559,8,JD Gaming,TT,2022-03-11,/game/stats/38417/page-game/,1644,14,6,20,11,1,12,2,2,4,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,JD Gaming vs TT,560,8,JD Gaming,TT,2022-03-11,/game/stats/38418/page-game/,1654,14,11,25,8,2,10,4,0,4,0,0,0,0.0,0.0,0.0,TT
LPL Spring 2022,Weibo Gaming vs Top Esports,563,8,Weibo Gaming,Top Esports,2022-03-11,/game/stats/38423/page-game/,1611,3,15,18,3,10,13,1,3,4,0,1,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Weibo Gaming vs Top Esports,564,8,Top Esports,Weibo Gaming,2022-03-11,/game/stats/38424/page-game/,1891,20,8,28,10,1,11,4,0,4,1,0,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Rare Atom vs Ultra Prime,567,8,Rare Atom,Ultra Prime,2022-03-11,/game/stats/38420/page-game/,1962,10,12,22,10,3,13,0,4,4,1,0,1,0.0,0.0,0.0,Ultra Prime
